Date,CampaignID,CampaignName,Platform,TargetAudience,Impressions,Clicks,Leads,Applications,Enrollments,Cost (₹),Revenue (₹),Region
2025-06-24,AD002,MBA Admission,Facebook,21–35 Age,251296,15390,3332,1741,721,"₹ 235,594","₹ 5,070,650",Pan India
2025-06-25,AD002,MBA Admission,Facebook,21–35 Age,58479,3449,525,332,138,"₹ 36,555","₹ 944,562",Pan India
2025-06-26,AD002,MBA Admission,Facebook,21–35 Age,89905,4837,875,550,241,"₹ 51,333","₹ 1,062,504",Pan India
2025-06-27,AD002,MBA Admission,Facebook,21–35 Age,92090,5092,879,474,260,"₹ 84,474","₹ 1,445,950",Pan India
2025-06-28,AD002,MBA Admission,Facebook,21–35 Age,118966,6945,1680,1063,602,"₹ 86,687","₹ 1,924,916",North India
2025-06-29,AD002,MBA Admission,Facebook,21–35 Age,54787,2701,414,256,108,"₹ 23,226","₹ 639,600",Pan India
2025-06-30,AD002,MBA Admission,Facebook,21–35 Age,81314,3799,757,427,191,"₹ 47,761","₹ 1,085,518",East India
2025-07-01,AD002,MBA Admission,Facebook,21–35 Age,92036,5655,1370,718,314,"₹ 63,224","₹ 1,366,952",Pan India
2025-07-02,AD002,MBA Admission,Facebook,21–35 Age,269403,18663,4144,2502,1360,"₹ 150,892","₹ 8,181,786",South India
2025-07-03,AD002,MBA Admission,Facebook,21–35 Age,56759,4315,975,572,279,"₹ 47,812","₹ 1,401,844",Pan India
2025-07-04,AD002,MBA Admission,Facebook,21–35 Age,294725,14169,3083,1956,783,"₹ 267,574","₹ 2,450,852",East India
2025-07-05,AD002,MBA Admission,Facebook,21–35 Age,284349,9408,1926,1228,734,"₹ 145,135","₹ 3,166,145",Pan India
2025-07-06,AD002,MBA Admission,Facebook,21–35 Age,215773,11011,2592,1638,787,"₹ 114,990","₹ 3,955,862",East India
2025-07-07,AD002,MBA Admission,Facebook,21–35 Age,265814,18135,3413,1802,979,"₹ 178,984","₹ 4,945,617",Pan India
2025-07-08,AD002,MBA Admission,Facebook,21–35 Age,254425,11942,2510,1384,700,"₹ 163,582","₹ 5,486,851",North India
2025-07-09,AD002,MBA Admission,Facebook,21–35 Age,259369,9336,2252,1107,588,"₹ 154,590","₹ 3,499,060",South India
2025-07-10,AD002,MBA Admission,Facebook,21–35 Age,221044,13069,2745,1298,558,"₹ 160,690","₹ 3,236,188",North India
2025-07-11,AD002,MBA Admission,Facebook,21–35 Age,94706,5747,890,494,278,"₹ 65,416","₹ 2,144,560",Pan India
2025-07-12,AD002,MBA Admission,Facebook,21–35 Age,176503,10957,1846,985,397,"₹ 145,083","₹ 1,468,397",East India
2025-07-13,AD002,MBA Admission,Facebook,21–35 Age,237358,14516,2484,1272,548,"₹ 133,175","₹ 4,227,791",South India
2025-07-14,AD002,MBA Admission,Facebook,21–35 Age,50848,3877,825,405,190,"₹ 43,222","₹ 1,323,601",West India
2025-07-15,AD002,MBA Admission,Facebook,21–35 Age,96272,7109,1160,673,373,"₹ 61,170","₹ 1,645,197",Pan India
2025-07-16,AD002,MBA Admission,Facebook,21–35 Age,163136,7760,1293,616,309,"₹ 81,536","₹ 1,996,808",South India
2025-07-17,AD002,MBA Admission,Facebook,21–35 Age,224881,13220,2919,1678,726,"₹ 209,811","₹ 4,054,986",South India
2025-07-18,AD002,MBA Admission,Facebook,21–35 Age,107896,6609,1436,892,459,"₹ 104,215","₹ 2,367,563",East India
2025-07-19,AD002,MBA Admission,Facebook,21–35 Age,100529,3042,580,326,173,"₹ 52,428","₹ 1,269,806",East India
2025-07-20,AD002,MBA Admission,Facebook,21–35 Age,59847,4601,734,338,157,"₹ 24,580","₹ 524,653",North India
2025-07-21,AD002,MBA Admission,Facebook,21–35 Age,183044,9780,2113,1094,518,"₹ 149,648","₹ 2,135,225",East India
2025-07-22,AD002,MBA Admission,Facebook,21–35 Age,295519,20154,3461,1995,1138,"₹ 221,471","₹ 8,555,770",North India
2025-07-23,AD002,MBA Admission,Facebook,21–35 Age,102281,7277,1524,814,398,"₹ 41,675","₹ 2,247,548",North India
2025-07-24,AD002,MBA Admission,Facebook,21–35 Age,69228,2248,378,231,127,"₹ 47,889","₹ 980,730",North India
2025-07-25,AD002,MBA Admission,Facebook,21–35 Age,195078,11378,2824,1362,720,"₹ 101,190","₹ 4,473,022",North India
2025-07-26,AD002,MBA Admission,Facebook,21–35 Age,98148,6924,1556,839,415,"₹ 82,010","₹ 2,689,713",East India
2025-07-27,AD002,MBA Admission,Facebook,21–35 Age,288669,16685,2685,1692,697,"₹ 197,363","₹ 2,266,273",West India
2025-07-28,AD002,MBA Admission,Facebook,21–35 Age,228940,7307,1297,812,445,"₹ 100,965","₹ 1,835,902",South India
2025-07-29,AD002,MBA Admission,Facebook,21–35 Age,103373,6280,1324,665,319,"₹ 91,235","₹ 1,337,660",Pan India
2025-07-30,AD002,MBA Admission,Facebook,21–35 Age,183663,7335,1401,843,357,"₹ 159,534","₹ 2,405,412",Pan India
2025-07-31,AD002,MBA Admission,Facebook,21–35 Age,125289,5916,1354,610,295,"₹ 81,381","₹ 2,009,706",North India
2025-08-01,AD002,MBA Admission,Facebook,21–35 Age,82289,2865,627,344,153,"₹ 72,603","₹ 791,071",Pan India
2025-08-02,AD002,MBA Admission,Facebook,21–35 Age,122204,4702,1151,571,334,"₹ 64,655","₹ 1,107,201",South India
2025-08-03,AD002,MBA Admission,Facebook,21–35 Age,282568,20991,3160,1720,1027,"₹ 254,929","₹ 4,693,041",North India
2025-08-04,AD002,MBA Admission,Facebook,21–35 Age,276741,8329,2013,1048,550,"₹ 241,422","₹ 3,218,248",West India
2025-08-05,AD002,MBA Admission,Facebook,21–35 Age,276190,8837,1345,850,400,"₹ 258,735","₹ 1,603,909",West India
2025-08-06,AD002,MBA Admission,Facebook,21–35 Age,157823,7462,1653,1051,551,"₹ 152,142","₹ 2,267,468",West India
2025-08-07,AD002,MBA Admission,Facebook,21–35 Age,168164,12919,3045,1753,778,"₹ 141,390","₹ 3,060,298",West India
2025-08-08,AD002,MBA Admission,Facebook,21–35 Age,196818,10477,1940,1106,531,"₹ 148,549","₹ 4,182,575",South India
2025-08-09,AD002,MBA Admission,Facebook,21–35 Age,87549,4272,877,466,259,"₹ 55,979","₹ 1,264,913",North India
2025-08-10,AD002,MBA Admission,Facebook,21–35 Age,209975,7033,1633,987,489,"₹ 104,015","₹ 3,787,589",West India
2025-08-11,AD002,MBA Admission,Facebook,21–35 Age,248579,16137,3772,2122,1032,"₹ 155,529","₹ 3,706,021",North India
2025-08-12,AD002,MBA Admission,Facebook,21–35 Age,105929,6513,1176,544,290,"₹ 45,471","₹ 1,842,642",North India
2025-08-13,AD002,MBA Admission,Facebook,21–35 Age,285906,22490,5143,2920,1595,"₹ 142,185","₹ 5,142,499",North India
2025-08-14,AD002,MBA Admission,Facebook,21–35 Age,114829,6699,1279,675,334,"₹ 87,179","₹ 2,116,901",West India
2025-08-15,AD002,MBA Admission,Facebook,21–35 Age,139439,8820,2115,1244,610,"₹ 68,482","₹ 2,965,372",East India
2025-08-16,AD002,MBA Admission,Facebook,21–35 Age,156143,12051,2488,1574,776,"₹ 67,879","₹ 6,203,500",North India
2025-08-17,AD002,MBA Admission,Facebook,21–35 Age,240812,8480,1398,794,351,"₹ 97,561","₹ 2,504,595",East India
2025-08-18,AD002,MBA Admission,Facebook,21–35 Age,138243,8910,1845,909,537,"₹ 101,459","₹ 3,422,258",South India
2025-08-19,AD002,MBA Admission,Facebook,21–35 Age,218087,9347,2279,1102,475,"₹ 204,861","₹ 2,934,887",East India
2025-08-20,AD002,MBA Admission,Facebook,21–35 Age,120567,7874,1738,882,513,"₹ 85,981","₹ 2,514,071",East India
2025-08-21,AD002,MBA Admission,Facebook,21–35 Age,60672,4419,871,435,245,"₹ 51,459","₹ 887,744",North India
2025-08-22,AD002,MBA Admission,Facebook,21–35 Age,100402,5050,816,428,214,"₹ 59,444","₹ 833,257",South India
2025-08-23,AD002,MBA Admission,Facebook,21–35 Age,182510,10026,2101,1067,537,"₹ 125,713","₹ 3,892,044",East India
2025-08-24,AD002,MBA Admission,Facebook,21–35 Age,91784,5762,1342,834,453,"₹ 53,693","₹ 2,444,732",East India
2025-08-25,AD002,MBA Admission,Facebook,21–35 Age,277958,10817,2519,1222,546,"₹ 258,352","₹ 3,167,583",West India
2025-08-26,AD002,MBA Admission,Facebook,21–35 Age,192183,10955,1911,982,531,"₹ 99,989","₹ 2,721,880",South India
2025-08-27,AD002,MBA Admission,Facebook,21–35 Age,263391,15760,2389,1303,686,"₹ 138,919","₹ 3,426,291",West India
2025-08-28,AD002,MBA Admission,Facebook,21–35 Age,272021,16255,3053,1496,719,"₹ 201,326","₹ 2,668,479",Pan India
2025-08-29,AD002,MBA Admission,Facebook,21–35 Age,156442,5047,1081,616,364,"₹ 81,570","₹ 1,780,403",North India
2025-08-30,AD002,MBA Admission,Facebook,21–35 Age,247071,14991,3641,1717,746,"₹ 196,671","₹ 5,676,011",North India
2025-08-31,AD002,MBA Admission,Facebook,21–35 Age,250143,13827,2421,1432,812,"₹ 246,806","₹ 4,206,185",East India
2025-09-01,AD002,MBA Admission,Facebook,21–35 Age,107058,3243,768,451,183,"₹ 93,964","₹ 1,201,913",South India
2025-09-02,AD002,MBA Admission,Facebook,21–35 Age,70747,4626,1107,534,275,"₹ 61,069","₹ 943,624",South India
2025-09-03,AD002,MBA Admission,Facebook,21–35 Age,239227,14680,3320,1838,874,"₹ 144,170","₹ 6,122,971",Pan India
2025-09-04,AD002,MBA Admission,Facebook,21–35 Age,205200,14587,2970,1688,853,"₹ 110,817","₹ 5,569,955",East India
2025-09-05,AD002,MBA Admission,Facebook,21–35 Age,281976,15138,3583,1682,882,"₹ 184,335","₹ 5,829,282",South India
2025-09-06,AD002,MBA Admission,Facebook,21–35 Age,137599,10631,2329,1429,624,"₹ 116,672","₹ 1,995,280",Pan India
2025-09-07,AD002,MBA Admission,Facebook,21–35 Age,197813,9162,1467,664,331,"₹ 126,647","₹ 2,242,704",North India
2025-09-08,AD002,MBA Admission,Facebook,21–35 Age,183517,8806,1894,1152,607,"₹ 156,011","₹ 3,701,255",West India
2025-09-09,AD002,MBA Admission,Facebook,21–35 Age,92749,6844,1354,704,396,"₹ 68,352","₹ 1,710,347",East India
2025-09-10,AD002,MBA Admission,Facebook,21–35 Age,242936,9558,1983,1172,687,"₹ 221,405","₹ 3,264,776",South India
2025-09-11,AD002,MBA Admission,Facebook,21–35 Age,99617,3517,638,340,165,"₹ 43,282","₹ 505,160",East India
2025-09-12,AD002,MBA Admission,Facebook,21–35 Age,76637,3191,733,446,203,"₹ 74,481","₹ 656,001",Pan India
2025-09-13,AD002,MBA Admission,Facebook,21–35 Age,166151,7773,1561,853,511,"₹ 164,748","₹ 4,031,732",East India
2025-09-14,AD002,MBA Admission,Facebook,21–35 Age,107335,5840,883,548,311,"₹ 91,580","₹ 1,951,224",West India
2025-09-15,AD002,MBA Admission,Facebook,21–35 Age,132078,9148,2250,1070,580,"₹ 89,794","₹ 2,201,670",South India
2025-09-16,AD002,MBA Admission,Facebook,21–35 Age,101493,6771,1085,554,279,"₹ 77,122","₹ 992,341",West India
2025-09-17,AD002,MBA Admission,Facebook,21–35 Age,111983,6950,1441,658,268,"₹ 90,692","₹ 1,466,996",North India
2025-09-18,AD002,MBA Admission,Facebook,21–35 Age,215192,7975,1358,818,362,"₹ 93,532","₹ 2,116,995",North India
2025-09-19,AD002,MBA Admission,Facebook,21–35 Age,261009,19792,4855,2851,1191,"₹ 193,741","₹ 8,258,759",Pan India
2025-09-20,AD002,MBA Admission,Facebook,21–35 Age,197776,11695,1855,1099,619,"₹ 120,119","₹ 3,111,027",Pan India
2025-09-21,AD002,MBA Admission,Facebook,21–35 Age,272006,16516,2535,1364,637,"₹ 121,243","₹ 4,131,057",Pan India
2025-09-22,AD002,MBA Admission,Facebook,21–35 Age,130283,4990,834,405,218,"₹ 106,683","₹ 987,968",Pan India
2025-09-23,AD002,MBA Admission,Facebook,21–35 Age,135555,6016,1132,528,291,"₹ 61,224","₹ 2,126,630",North India
2025-09-24,AD002,MBA Admission,Facebook,21–35 Age,170800,9993,1997,1153,565,"₹ 123,955","₹ 3,933,315",North India
2025-09-25,AD002,MBA Admission,Facebook,21–35 Age,216281,12275,2743,1436,761,"₹ 153,644","₹ 4,620,520",Pan India
2025-09-26,AD002,MBA Admission,Facebook,21–35 Age,288814,15144,3229,1667,717,"₹ 184,629","₹ 5,541,723",East India
2025-09-27,AD002,MBA Admission,Facebook,21–35 Age,63287,2103,392,234,105,"₹ 40,525","₹ 774,682",West India
2025-09-28,AD002,MBA Admission,Facebook,21–35 Age,84362,5530,851,502,294,"₹ 70,943","₹ 1,046,903",South India
2025-09-29,AD002,MBA Admission,Facebook,21–35 Age,183268,7046,1579,810,481,"₹ 179,225","₹ 2,698,271",East India
2025-09-30,AD002,MBA Admission,Facebook,21–35 Age,262678,8632,1659,1014,452,"₹ 114,033","₹ 3,043,418",South India
2025-10-01,AD002,MBA Admission,Facebook,21–35 Age,96963,4818,1033,523,239,"₹ 77,183","₹ 921,081",West India
2025-10-02,AD002,MBA Admission,Facebook,21–35 Age,238932,17897,3400,1696,835,"₹ 154,239","₹ 3,986,006",South India
2025-10-03,AD002,MBA Admission,Facebook,21–35 Age,86613,4270,804,520,293,"₹ 81,879","₹ 2,002,746",South India
2025-10-04,AD002,MBA Admission,Facebook,21–35 Age,133105,6571,1269,758,414,"₹ 125,866","₹ 2,149,461",East India
2025-10-05,AD002,MBA Admission,Facebook,21–35 Age,277734,16825,4065,1971,1056,"₹ 248,428","₹ 5,043,351",North India
2025-10-06,AD002,MBA Admission,Facebook,21–35 Age,116985,8242,1752,845,384,"₹ 92,102","₹ 2,994,089",West India
2025-10-07,AD002,MBA Admission,Facebook,21–35 Age,229002,17513,3683,2365,1189,"₹ 161,078","₹ 9,344,119",East India
2025-10-08,AD002,MBA Admission,Facebook,21–35 Age,190424,10827,2153,1389,633,"₹ 105,225","₹ 3,490,888",Pan India
2025-10-09,AD002,MBA Admission,Facebook,21–35 Age,110972,4268,982,454,200,"₹ 97,230","₹ 1,191,628",East India
2025-10-10,AD002,MBA Admission,Facebook,21–35 Age,90691,6497,1168,594,242,"₹ 54,234","₹ 815,080",Pan India
2025-10-11,AD002,MBA Admission,Facebook,21–35 Age,58157,3232,534,257,110,"₹ 53,956","₹ 475,327",East India
2025-10-12,AD002,MBA Admission,Facebook,21–35 Age,135976,10257,1702,1092,457,"₹ 95,285","₹ 1,968,745",Pan India
2025-10-13,AD002,MBA Admission,Facebook,21–35 Age,75257,2399,411,199,112,"₹ 34,218","₹ 450,838",East India
2025-10-14,AD002,MBA Admission,Facebook,21–35 Age,198364,13118,1984,1175,480,"₹ 91,490","₹ 2,452,250",West India
2025-10-15,AD002,MBA Admission,Facebook,21–35 Age,295919,17609,3372,1885,798,"₹ 153,865","₹ 5,620,586",West India
2025-10-16,AD002,MBA Admission,Facebook,21–35 Age,219192,9561,2253,1253,681,"₹ 111,858","₹ 2,520,661",East India
2025-10-17,AD002,MBA Admission,Facebook,21–35 Age,274932,19134,4243,2579,1097,"₹ 235,450","₹ 5,481,452",North India
2025-10-18,AD002,MBA Admission,Facebook,21–35 Age,73891,5322,940,560,325,"₹ 30,551","₹ 1,890,047",East India
2025-10-19,AD002,MBA Admission,Facebook,21–35 Age,78968,2541,471,249,121,"₹ 54,841","₹ 399,317",North India
2025-10-20,AD002,MBA Admission,Facebook,21–35 Age,260789,14483,2729,1300,685,"₹ 217,577","₹ 2,824,587",West India
2025-10-21,AD002,MBA Admission,Facebook,21–35 Age,134380,6252,1300,685,354,"₹ 132,525","₹ 2,665,107",South India
2025-10-22,AD002,MBA Admission,Facebook,21–35 Age,287916,10349,1738,838,398,"₹ 115,613","₹ 1,867,784",Pan India
2025-10-23,AD002,MBA Admission,Facebook,21–35 Age,216575,12444,2477,1587,674,"₹ 147,197","₹ 4,576,964",East India
2025-10-24,AD002,MBA Admission,Facebook,21–35 Age,71172,4222,908,490,236,"₹ 46,275","₹ 1,760,207",North India
2025-10-25,AD002,MBA Admission,Facebook,21–35 Age,198682,8609,1832,1094,574,"₹ 80,603","₹ 1,777,848",South India
2025-10-26,AD002,MBA Admission,Facebook,21–35 Age,87021,6502,1617,998,494,"₹ 46,483","₹ 2,244,804",Pan India
2025-10-27,AD002,MBA Admission,Facebook,21–35 Age,277676,18342,3757,2032,1017,"₹ 242,232","₹ 5,399,981",South India
2025-10-28,AD002,MBA Admission,Facebook,21–35 Age,132019,9429,2004,1029,542,"₹ 129,504","₹ 3,403,497",West India
2025-10-29,AD002,MBA Admission,Facebook,21–35 Age,89527,5616,865,507,215,"₹ 79,012","₹ 1,224,216",West India
2025-10-30,AD002,MBA Admission,Facebook,21–35 Age,232419,17670,3031,1638,975,"₹ 200,506","₹ 7,007,981",East India
2025-10-31,AD002,MBA Admission,Facebook,21–35 Age,267804,19472,4863,2431,1100,"₹ 251,059","₹ 6,675,312",Pan India
